date,Open,High,Low,Close,High_Last_7_Days,Days_Since_High_Last_7_Days,%_Diff_From_High_Last_7_Days,Low_Last_7_Days,Days_Since_Low_Last_7_Days,%_Diff_From_Low_Last_7_Days,High_Next_5_Days,%_Diff_From_High_Next_5_Days,Low_Next_5_Days,%_Diff_From_Low_Next_5_Days
2024-02-07,2372.2,2473.23,2353.16,2424.33,2473.23,6.0,-1.977171552989414,2239.78,0.0,8.239648536909861,2666.3,-9.07512282938905,2411.45,0.5341184764353443
2024-02-08,2424.33,2462.14,2411.45,2419.79,2473.23,5.0,-2.160737173655505,2267.59,2.0,6.7119717409231745,2686.7,-9.934492127889227,2419.06,0.03017701090506305
2024-02-09,2419.79,2523.95,2419.06,2487.62,2523.95,6.0,-1.4394104479090288,2267.59,1.0,9.703253233609239,2788.42,-10.787471040947928,2472.79,0.5997274333849589
2024-02-10,2487.62,2517.14,2473.58,2500.87,2523.95,5.0,-0.9144396679807416,2267.59,0.0,10.287574032342697,2867.69,-12.791480250654713,2472.79,1.13555942882331
2024-02-11,2500.87,2540.37,2494.72,2507.91,2540.37,6.0,-1.2777666245468193,2268.15,0.0,10.570729449110498,2867.69,-12.545986490868962,2472.79,1.4202580890411192
2024-02-12,2507.91,2666.3,2472.79,2660.56,2666.3,6.0,-0.21527960094513882,2296.27,0.0,15.86442360872197,2867.69,-7.222886713696393,2591.27,2.673978396693512
2024-02-13,2660.56,2686.7,2591.27,2641.6,2686.7,6.0,-1.6786392228384228,2353.16,0.0,12.257560046915641,2895.47,-8.767833892252378,2619.8,0.8321245896633226
2024-02-14,2641.6,2788.42,2619.8,2777.51,2788.42,6.0,-0.3912610008535248,2411.45,0.0,15.1800783760808,2984.2,-6.926144360297553,2720.42,2.0985730144610075
2024-02-15,2777.51,2867.69,2762.64,2825.35,2867.69,6.0,-1.4764496859841945,2419.06,0.0,16.795366795366796,3032.5,-6.8309975267930785,2720.42,3.8571250027569213
2024-02-16,2825.35,2859.47,2744.76,2804.05,2867.69,5.0,-2.2192077944268687,2472.79,2.0,13.396204287464775,3032.5,-7.533388293487215,2720.42,3.074157666830861
2024-02-17,2804.05,2806.14,2720.42,2787.0,2867.69,4.0,-2.8137629939079907,2472.79,1.0,12.706699719749759,3035.27,-8.179502976670939,2766.78,0.7308134365580132
2024-02-18,2787.0,2895.47,2766.78,2881.4,2895.47,6.0,-0.48593147226528716,2472.79,0.0,16.524249936306767,3035.27,-5.069400745238476,2857.64,0.8314553267731493
2024-02-19,2881.4,2984.2,2857.64,2945.0,2984.2,6.0,-1.3135848803699424,2591.27,0.0,13.650835304696155,3035.27,-2.9740352588072883,2869.15,2.6436401024693694
2024-02-20,2945.0,3032.5,2874.59,3015.27,3032.5,6.0,-0.5681780708985992,2619.8,0.0,15.095427131842118,3119.66,-3.3461979831135404,2869.15,5.092797518428799
2024-02-21,3015.27,3017.25,2869.15,2968.67,3032.5,5.0,-2.104863973619124,2720.42,2.0,9.125429161673566,3197.66,-7.1611741085668825,2906.28,2.146730528373036
2024-02-22,2968.67,3035.27,2906.44,2969.67,3035.27,6.0,-2.1612574828598414,2720.42,1.0,9.162188191529248,3288.82,-9.704088396446144,2906.28,2.1811387753416693
2024-02-23,2969.67,2991.73,2906.28,2922.1,3035.27,5.0,-3.7284986179153776,2720.42,0.0,7.413561141294353,3490.66,-16.28803721932242,2906.62,0.5325773578933614
2024-02-24,2922.1,3005.45,2906.62,2992.35,3035.27,4.0,-1.4140422433589128,2766.78,0.0,8.152798560058974,3520.76,-15.008407275701845,2983.68,0.2905807593307618
2024-02-25,2992.35,3119.66,2983.68,3112.81,3119.66,6.0,-0.21957521011904851,2857.64,0.0,8.929396285046405,3520.76,-11.58698690055557,3037.24,2.4881142089528705
2024-02-26,3112.81,3197.66,3037.24,3178.24,3197.66,6.0,-0.6073191020934081,2869.15,1.0,10.772876984472742,3520.76,-9.728581329031243,3167.46,0.3403357895600811
2024-02-27,3178.24,3288.82,3167.46,3243.69,3288.82,6.0,-1.3722246884901,2869.15,0.0,13.054040395239005,3520.76,-7.869607698337863,3194.42,1.5423770199284996
2024-02-28,3243.69,3490.66,3194.42,3386.34,3490.66,6.0,-2.9885465785839846,2906.28,1.0,16.518023039762166,3643.81,-7.065955689237359,3303.6,2.5045405012713475
2024-02-29,3386.34,3520.76,3303.6,3342.24,3520.76,6.0,-5.0704961428782545,2906.28,0.0,15.00061934844542,3826.7,-12.65999425092116,3207.51,4.2004545582086905
2024-03-01,3342.24,3453.77,3340.92,3435.9,3520.76,5.0,-2.410275054249654,2906.62,0.0,18.209466665749225,3902.17,-11.948992483669342,3207.51,7.120476631405666
2024-03-02,3435.9,3461.78,3398.38,3423.65,3520.76,4.0,-2.758211295288521,2983.68,0.0,14.745884277134286,3939.52,-13.094742506701321,3207.51,6.738560440965105
2024-03-03,3423.65,3493.25,3365.52,3489.57,3520.76,3.0,-0.885888274122634,3037.24,0.0,14.892797408173223,4000.14,-12.76380326688565,3207.51,8.79373719801341
2024-03-04,3489.57,3643.81,3436.14,3631.85,3643.81,6.0,-0.32822787137639,3167.46,0.0,14.661274333377527,4000.14,-9.206927757528485,3207.51,13.229576836860982
2024-03-05,3631.85,3826.7,3207.51,3557.93,3826.7,6.0,-7.023545091070635,3194.42,0.0,11.379530556407728,4000.14,-11.054863079792208,3502.64,1.5785236278921033
2024-03-06,3557.93,3902.17,3502.64,3821.19,3902.17,6.0,-2.0752555629303697,3207.51,5.0,19.132598183637768,4091.01,-6.595437312546294,3737.47,2.240017980077439
2024-03-07,3821.19,3939.52,3737.47,3874.46,3939.52,6.0,-1.6514702298757196,3207.51,4.0,20.79338801749643,4092.73,-5.3331150601187955,3752.31,3.2553280512537635
2024-03-08,3874.46,4000.14,3828.33,3891.97,4000.14,6.0,-2.7041553545625923,3207.51,3.0,21.33929434358738,4092.73,-4.9052832705797895,3752.31,3.721973930725336
2024-03-09,3891.97,3950.61,3880.22,3913.28,4000.14,5.0,-2.1714240001599863,3207.51,2.0,22.0036726307946,4092.73,-4.384603919633101,3719.25,5.216912011830348
2024-03-10,3913.28,3971.32,3799.55,3881.86,4000.14,4.0,-2.956896508622192,3207.51,1.0,21.024096573354402,4092.73,-5.152306651061759,3567.56,8.809942930181979
2024-03-11,3881.86,4091.01,3752.31,4065.75,4091.01,6.0,-0.6174514361979124,3207.51,0.0,26.75720418642498,4092.73,-0.6592176859944345,3467.22,17.262533095678968
2024-03-12,4065.75,4092.73,3832.09,3979.43,4092.73,6.0,-2.7683233440759634,3502.64,0.0,13.612303862229632,4083.88,-2.5576167762030293,3411.95,16.632131185978693
2024-03-13,3979.43,4083.88,3934.38,4007.46,4092.73,5.0,-2.0834504108504586,3737.47,0.0,7.223870693276474,4012.91,-0.13581166784203527,3411.95,17.453655534225305
2024-03-14,4007.46,4012.91,3719.25,3880.8,4092.73,4.0,-5.178206233980737,3719.25,6.0,4.343617664851789,3931.65,-1.2933501201785487,3149.03,23.237949463803137
2024-03-15,3880.8,3931.65,3567.56,3742.44,4092.73,3.0,-8.55883481197147,3567.56,6.0,4.9019497920147135,3780.95,-1.0185270897525693,3057.97,22.38314960578424
2024-03-16,3742.44,3780.95,3467.22,3520.08,4092.73,2.0,-13.991883168447469,3467.22,6.0,1.5245643483828581,3676.55,-4.2558920727312355,3057.97,15.111659041782627
2024-03-17,3520.08,3676.55,3411.95,3641.61,4092.73,1.0,-11.022471553217532,3411.95,6.0,6.731048227553169,3642.66,-0.02882508935776952,3057.97,19.0858641517085
2024-03-18,3641.61,3642.66,3454.26,3520.31,4092.73,0.0,-13.986263447625424,3411.95,5.0,3.1758964814841995,3586.77,-1.8529205942951468,3057.97,15.119180371292071
2024-03-19,3520.31,3547.15,3149.03,3158.44,4083.88,0.0,-22.660802961889186,3149.03,6.0,0.2988221769878297,3586.77,-11.941942193115253,3057.97,3.2855129383218364
2024-03-20,3158.44,3535.92,3057.97,3516.66,4012.91,0.0,-12.366337645249956,3057.97,6.0,14.999820142120429,3659.32,-3.89853852628358,3250.83,8.177296259724438
2024-03-21,3516.66,3586.77,3411.44,3492.08,3931.65,0.0,-11.180293261099033,3057.97,5.0,14.196018927589224,3680.41,-5.11709293258088,3250.83,7.421181667451082
2024-03-22,3492.08,3542.29,3250.83,3337.08,3780.95,0.0,-11.739642153427047,3057.97,4.0,9.127296866875742,3680.41,-9.328580239701553,3271.78,1.9958554670546222
2024-03-23,3337.08,3435.43,3271.78,3330.49,3676.55,0.0,-9.412628687220366,3057.97,3.0,8.91179442571379,3680.41,-9.507636377468817,3300.55,0.9071215403493236
2024-03-24,3330.49,3470.85,3300.55,3454.45,3642.66,0.0,-5.166828636216392,3057.97,2.0,12.965464016978585,3680.41,-6.139533367206372,3420.9,0.9807360636089838
2024-03-25,3454.45,3659.32,3420.9,3590.96,3659.32,6.0,-1.8681066427642328,3057.97,1.0,17.42953658799793,3680.41,-2.43043573949641,3459.06,3.813174677513547
2024-03-26,3590.96,3680.41,3544.7,3587.6,3680.41,6.0,-2.521729915960449,3057.97,0.0,17.319659774294717,3665.39,-2.1222843953849377,3459.06,3.716038461316079
2024-03-27,3587.6,3665.39,3459.06,3499.77,3680.41,5.0,-4.908148820375987,3250.83,1.0,7.657736639565897,3654.87,-4.243652989025599,3414.46,2.4984917087914322
2024-03-28,3499.77,3611.7,3462.9,3561.1,3680.41,4.0,-3.241758391048822,3250.83,0.0,9.544331755274808,3654.87,-2.565617928955065,3213.09,10.831006912349164
2024-03-29,3561.1,3584.55,3474.1,3511.49,3680.41,3.0,-4.589706038185965,3271.78,0.0,7.326592863823349,3654.87,-3.922984948849073,3203.99,9.597408231611212
2024-03-30,3511.49,3567.15,3488.56,3507.56,3680.41,2.0,-4.6964876195858585,3300.55,0.0,6.2719849722015955,3654.87,-4.030512713174476,3203.99,9.474748672748673
2024-03-31,3507.56,3654.87,3506.31,3645.98,3680.41,1.0,-0.9354935998978331,3420.9,0.0,6.579555087842379,3646.35,-0.010147133434801675,3203.99,13.79498687573932
2024-04-01,3645.98,3646.35,3414.46,3505.52,3680.41,0.0,-4.751916226724736,3414.46,6.0,2.666893154408016,3507.54,-0.05759021992621558,3203.99,9.4110780620414
2024-04-02,3505.52,3507.54,3213.09,3279.4,3665.39,0.0,-10.530666586638796,3213.09,6.0,2.063745491100465,3459.61,-5.208968640973984,3203.99,2.3536278203115586
2024-04-03,3279.4,3368.57,3203.99,3312.24,3654.87,3.0,-9.374615239392922,3203.99,6.0,3.378599808363946,3728.57,-11.165942975457089,3211.37,3.141027038304521
2024-04-04,3312.24,3444.82,3252.11,3329.17,3654.87,2.0,-8.911397669410945,3203.99,5.0,3.907003455066973,3728.57,-10.711881498805175,3211.37,3.668216368714915
2024-04-05,3329.17,3348.68,3211.37,3319.12,3654.87,1.0,-9.186373249937754,3203.99,4.0,3.5933320640826008,3728.57,-10.981421831962395,3308.84,0.31068289793401144
2024-04-06,3319.12,3398.56,3308.84,3352.4,3654.87,0.0,-8.275807347456949,3203.99,3.0,4.6320369289542205,3728.57,-10.088854440174117,3345.47,0.2071457822069931
2024-04-07,3352.4,3459.61,3345.47,3453.85,3646.35,0.0,-5.27925185459432,3203.99,2.0,7.798401368293913,3728.57,-7.367972171636854,3095.49,11.576842438515394
2024-04-08,3453.85,3728.57,3407.31,3694.7,3728.57,6.0,-0.9083911526402977,3203.99,1.0,15.315590872630692,3726.03,-0.8408413244123204,2832.33,30.447370186383644
2024-04-09,3694.7,3726.03,3452.88,3504.83,3728.57,5.0,-6.000691954288111,3203.99,0.0,9.389542414302172,3617.34,-3.110296516224635,2832.33,23.74370218159607
2024-04-10,3504.83,3562.32,3413.05,3545.56,3728.57,4.0,-4.908316056826081,3211.37,1.0,10.40646203956567,3617.34,-1.9843310277717934,2832.33,25.181740828222704
2024-04-11,3545.56,3617.34,3473.65,3503.21,3728.57,3.0,-6.044140246797033,3211.37,0.0,9.087710229590492,3552.91,-1.3988533343090543,2832.33,23.68650545663818
2024-04-12,3503.21,3552.91,3095.49,3239.12,3728.57,2.0,-13.127016523761126,3095.49,6.0,4.639976223473509,3301.9,-1.9013295375389987,2832.33,14.362380089890655
2024-04-13,3239.12,3301.9,2832.33,3011.51,3728.57,1.0,-19.231501621264986,2832.33,6.0,6.326240233306157,3280.66,-8.204141849505882,2911.99,3.417594153826093
2024-04-14,3011.51,3175.48,2911.99,3158.26,3728.57,0.0,-15.295676358496687,2832.33,5.0,11.507486768844037,3280.66,-3.7309565758109535,2866.07,10.194796358777003
2024-04-15,3158.26,3280.66,3025.93,3103.0,3726.03,0.0,-16.72101405517401,2832.33,4.0,9.556442928613547,3172.03,-2.1762089261450934,2866.07,8.266720631387225
2024-04-16,3103.0,3128.0,2991.76,3085.42,3617.34,1.0,-14.704727783398852,2832.33,3.0,8.935752542959335,3198.43,-3.533296023361455,2866.07,7.653337148080817
2024-04-17,3085.42,3123.61,2914.87,2985.12,3617.34,0.0,-17.477483454693235,2832.33,2.0,5.394498522417938,3237.49,-7.795236433162725,2866.07,4.153771540820696
2024-04-18,2985.12,3095.76,2953.19,3065.69,3552.91,0.0,-13.713266027003213,2832.33,1.0,8.239152923564703,3265.06,-6.106166502300107,2866.07,6.964938051059461
2024-04-19,3065.69,3128.53,2866.07,3057.95,3301.9,0.0,-7.3881704473182195,2832.33,0.0,7.965879682099186,3293.6,-7.154785037648777,3020.15,1.2515934639007904
2024-04-20,3057.95,3172.03,3020.15,3157.04,3280.66,1.0,-3.7681442148835878,2866.07,5.0,10.152229359366652,3293.6,-4.146222977896525,3072.07,2.765887496053143
2024-04-21,3157.04,3198.43,3117.72,3148.11,3280.66,0.0,-4.040345540226654,2866.07,4.0,9.8406528800762,3293.6,-4.4173548700510015,3072.07,2.4752040155334987
2024-04-22,3148.11,3237.49,3130.02,3201.55,3237.49,6.0,-1.1101192590556141,2866.07,3.0,11.705227018181692,3293.6,-2.79481418508622,3068.25,4.344496048235971
2024-04-23,3201.55,3265.06,3153.66,3219.78,3265.06,6.0,-1.3868045303914704,2866.07,2.0,12.341289640518202,3356.14,-4.063000947517079,3068.25,4.938645807870943
2024-04-24,3219.78,3293.6,3103.6,3139.1,3293.6,6.0,-4.690915715326694,2866.07,1.0,9.526285122135878,3356.14,-6.466953106842979,3068.25,2.309133871099158
2024-04-25,3139.1,3191.65,3072.07,3155.47,3293.6,5.0,-4.193891182900174,2866.07,0.0,10.097450515863173,3356.14,-5.979190379423984,2916.96,8.176663375569078
2024-04-26,3155.47,3166.44,3101.66,3130.07,3293.6,4.0,-4.965083798882674,3020.15,0.0,3.6395543267718518,3356.14,-6.7360122044968245,2814.92,11.195700055418985
2024-04-27,3130.07,3281.58,3068.25,3253.23,3293.6,3.0,-1.225710468787949,3068.25,6.0,6.028843803471035,3356.14,-3.06632023693886,2814.92,15.570957611583985
2024-04-28,3253.23,3356.14,3247.4,3262.43,3356.14,6.0,-2.7921957963612973,3068.25,5.0,6.328688992096467,3286.13,-0.7212130986905653,2814.92,15.897787503730115
2024-04-29,3262.43,3286.13,3115.53,3215.73,3356.14,5.0,-4.1836752936409045,3068.25,4.0,4.806648741139086,3249.56,-1.0410640209751452,2814.92,14.238770551205715
2024-04-30,3215.73,3249.56,2916.96,3011.46,3356.14,4.0,-10.270131758508281,2916.96,6.0,3.2396741813394767,3171.62,-5.049785283230648,2814.92,6.982081195913203
2024-05-01,3011.46,3020.24,2814.92,2968.82,3356.14,3.0,-11.540638948315616,2814.92,6.0,5.467295695792424,3221.37,-7.839832121116162,2891.41,2.6772405158728896
2024-05-02,2968.82,3016.2,2891.41,2986.41,3356.14,2.0,-11.016524936385252,2814.92,5.0,6.092180239580513,3221.37,-7.2937911509699305,2958.91,0.9293962979610736
2024-05-03,2986.41,3128.05,2958.91,3103.77,3356.14,1.0,-7.51965055093053,2814.92,4.0,10.261392863740351,3221.37,-3.650620698646846,2937.08,5.675364647881572
2024-05-04,3103.77,3168.22,3094.62,3117.52,3356.14,0.0,-7.109953696806446,2814.92,3.0,10.749861452545717,3221.37,-3.2237836696809095,2937.08,6.143516690045898
2024-05-05,3117.52,3171.62,3074.21,3137.09,3286.13,0.0,-4.535426169993274,2814.92,2.0,11.445085473121797,3221.37,-2.6162781673635673,2878.86,8.969870017993234
2024-05-06,3137.09,3221.37,3046.59,3063.19,3249.56,0.0,-5.735238001452501,2814.92,1.0,8.819788839469682,3129.75,-2.1266874350986487,2878.86,6.402881696226976
2024-05-07,3063.19,3129.75,3000.11,3005.91,3221.37,5.0,-6.688458637163692,2814.92,0.0,6.7849175109772135,3058.63,-1.723647515390886,2878.86,4.413205227069039
2024-05-08,3005.91,3037.87,2937.08,2973.31,3221.37,4.0,-7.700450429475657,2891.41,0.0,2.8325280745380312,3058.63,-2.7894841808260615,2864.31,3.8054540185943564
2024-05-09,2973.31,3058.63,2949.86,3035.93,3221.37,3.0,-5.756556992832245,2937.08,5.0,3.3655875903959007,3053.17,-0.5646590265199853,2859.65,6.164390747119394
2024-05-10,3035.93,3053.17,2878.86,2909.58,3221.37,2.0,-9.678801255366505,2878.86,6.0,1.0670890560846933,3041.55,-4.338906149824933,2859.65,1.7460178693196664
2024-05-11,2909.58,2944.04,2886.48,2911.82,3221.37,1.0,-9.60926562301132,2878.86,5.0,1.1448976330908773,3041.6,-4.2668332456601705,2859.65,1.8243491336352378
2024-05-12,2911.82,2954.09,2900.58,2927.97,3221.37,0.0,-9.107926130807703,2878.86,4.0,1.705883578916643,3121.45,-6.198401383972193,2859.65,2.389103561624664
2024-05-13,2927.97,2994.62,2864.31,2950.16,3129.75,0.0,-5.738157999840247,2864.31,6.0,2.997231444920414,3147.62,-6.273311263748485,2859.65,3.165072648750713
2024-05-14,2950.16,2960.08,2859.65,2880.64,3058.63,1.0,-5.8192720270186395,2859.65,6.0,0.7340059098141305,3147.62,-8.481964150691635,2862.97,0.6171912384691448
2024-05-15,2880.64,3041.55,2862.97,3033.46,3058.63,0.0,-0.8229174499694332,2859.65,5.0,6.078016540485722,3694.25,-17.886986533125803,2924.04,3.742082871643345
2024-05-16,3033.46,3041.6,2924.04,2945.17,3053.17,0.0,-3.5373071266912746,2859.65,4.0,2.990575769762033,3838.22,-23.267295777730297,2933.76,0.38892070244327603
2024-05-17,2945.17,3121.45,2933.76,3093.44,3121.45,6.0,-0.8973393775328699,2859.65,3.0,8.175476019792631,3838.22,-19.404307204902267,3048.64,1.4695077149155094
2024-05-18,3093.44,3147.62,3085.46,3123.72,3147.62,6.0,-0.7593038549761436,2859.65,2.0,9.234346860629786,3945.85,-20.83530798180367,3048.64,2.462737482943212
2024-05-19,3123.72,3137.07,3054.06,3070.68,3147.62,5.0,-2.44438655237926,2859.65,1.0,7.379574423443419,3945.85,-22.179505049609087,3048.64,0.7229453133200366
2024-05-20,3070.68,3694.25,3048.64,3661.58,3694.25,6.0,-0.8843472964742525,2859.65,0.0,28.04294231811585,3945.85,-7.204277912236908,3545.21,3.2824571746102453
2024-05-21,3661.58,3838.22,3626.39,3789.36,3838.22,6.0,-1.2729859153461678,2862.97,0.0,32.35765655944702,3945.85,-3.9659388978293597,3545.21,6.886757060935745
2024-05-22,3789.36,3812.19,3653.74,3736.33,3838.22,5.0,-2.654615941764669,2924.04,0.0,27.77971573576285,3973.81,-5.976128702680803,3545.21,5.390935938914758
2024-05-23,3736.33,3945.85,3545.21,3781.61,3945.85,6.0,-4.162347783113899,2933.76,0.0,28.89977366928446,3973.81,-4.836668084281831,3628.42,4.221947845067551
2024-05-24,3781.61,3827.36,3628.42,3727.14,3945.85,5.0,-5.542785458139566,3048.64,2.0,22.255825548441273,3973.81,-6.20739290504579,3708.25,0.5094047057237208
2024-05-25,3727.14,3777.86,3708.25,3749.23,3945.85,4.0,-4.982956777373694,3048.64,1.0,22.980410937336,3973.81,-5.651503217315371,3700.91,1.3056248328113942
2024-05-26,3749.23,3882.33,3731.48,3824.34,3945.85,3.0,-3.0794378904418505,3048.64,0.0,25.444132465624026,3973.81,-3.7613776199667273,3700.91,3.3351256853044333
2024-05-27,3824.34,3973.81,3821.86,3891.26,3973.81,6.0,-2.0773514586756723,3545.21,2.0,9.761057878094674,3926.23,-0.8906762976188303,3700.91,5.143329613527494
2024-05-28,3891.26,3926.23,3769.74,3840.39,3973.81,5.0,-3.3574831207330016,3545.21,1.0,8.326164035416797,3883.1,-1.0998944142566516,3700.91,3.768802807958043
2024-05-29,3840.39,3883.1,3740.97,3762.22,3973.81,4.0,-5.32461290298228,3545.21,0.0,6.121217078819019,3849.89,-2.2772079202262945,3700.91,1.656619588155344
2024-05-30,3762.22,3823.86,3700.91,3746.97,3973.81,3.0,-5.708375589170095,3628.42,0.0,3.26726233456986,3849.89,-2.6733231339077244,3720.98,0.6984719079382254
2024-05-31,3746.97,3844.09,3720.98,3758.65,3973.81,2.0,-5.414451118699683,3700.91,5.0,1.5601568262940801,3887.65,-3.3181999408382956,3731.38,0.7308288086445225
2024-06-01,3758.65,3829.62,3748.85,3812.81,3973.81,1.0,-4.051527375491028,3700.91,4.0,3.0235806869121404,3887.65,-1.9250704152894458,3731.38,2.1823025261431384
2024-06-02,3812.81,3834.79,3750.64,3779.06,3973.81,0.0,-4.9008382383657,3700.91,3.0,2.111642812173225,3887.65,-2.7932041207413256,3584.45,5.42928482751887
2024-06-03,3779.06,3849.89,3758.03,3766.32,3926.23,0.0,-4.072863790455472,3700.91,2.0,1.7674031521977112,3887.65,-3.1209085179993035,3584.45,5.073860703873686
2024-06-04,3766.32,3832.27,3731.38,3810.73,3883.1,0.0,-1.8637171332183022,3700.91,1.0,2.9673782934467514,3887.65,-1.9785731740254415,3584.45,6.312823445716923
2024-06-05,3810.73,3887.65,3778.47,3866.46,3887.65,6.0,-0.5450593546229742,3700.91,0.0,4.473224152978597,3878.9,-0.32070947949160983,3584.45,7.867594749543172
2024-06-06,3866.46,3878.9,3758.9,3812.05,3887.65,5.0,-1.944619500212208,3720.98,0.0,2.447473515041741,3839.68,-0.7195912159346523,3420.98,11.431519623032003
2024-06-07,3812.05,3839.68,3584.45,3676.79,3887.65,4.0,-5.423842166861732,3584.45,6.0,2.576127439356112,3721.77,-1.2085647420447803,3420.98,7.477681833860471
2024-06-08,3676.79,3707.87,3660.99,3680.84,3887.65,3.0,-5.319666122207502,3584.45,5.0,2.689115484941911,3721.77,-1.0997455511759144,3420.98,7.596068962694905
2024-06-09,3680.84,3721.77,3666.37,3706.0,3887.65,2.0,-4.67248852134323,3584.45,4.0,3.391036281716866,3712.47,-0.17427750257914004,3360.4,10.284489941673607
2024-06-10,3706.0,3712.47,3643.95,3665.99,3887.65,1.0,-5.701644952606339,3584.45,3.0,2.2748259844606555,3671.15,-0.14055541179195372,3360.4,9.093857874062602
2024-06-11,3665.99,3671.15,3420.98,3497.32,3887.65,0.0,-10.040255681452804,3420.98,6.0,2.231524300054375,3656.3,-4.348111478817384,3360.4,4.074514938697776
2024-06-12,3497.32,3656.3,3462.28,3559.25,3878.9,0.0,-8.240738353656967,3420.98,5.0,4.041824272576863,3650.47,-2.498856311653015,3360.4,5.917450303535291
2024-06-13,3559.25,3560.44,3426.66,3467.79,3839.68,0.0,-9.685442536878071,3420.98,4.0,1.3683213582072957,3650.47,-5.004287119192867,3360.4,3.1957505058921516
2024-06-14,3467.79,3529.49,3360.4,3479.74,3721.77,1.0,-6.50308858419516,3360.4,6.0,3.551362932984159,3650.47,-4.6769320114944115,3360.4,3.551362932984159
2024-06-15,3479.74,3591.34,3471.43,3566.61,3721.77,0.0,-4.16898411239813,3360.4,5.0,6.136471848589455,3650.47,-2.2972384377901935,3360.4,6.136471848589455
2024-06-16,3566.61,3650.47,3539.39,3622.37,3712.47,0.0,-2.426955638698762,3360.4,4.0,7.795798119271509,3636.6,-0.39129956552824113,3360.4,7.795798119271509
